id,name,parsecs_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink
1269,HD 105618 c,70.0837,26.491 Jupiters,8.63,2022,https://science.nasa.gov/exoplanet-catalog/hd-105618-c/
1270,HD 105618 b,70.0837,25.42627256 Earths,8.63,2022,https://science.nasa.gov/exoplanet-catalog/hd-105618-b/
1271,HD 81817 c,269.126,22.609 Jupiters,4.26489,2022,https://science.nasa.gov/exoplanet-catalog/hd-81817-c/
1272,HD 73267 c,50.4093,5.131 Jupiters,8.9,2022,https://science.nasa.gov/exoplanet-catalog/hd-73267-c/
1273,HD 72659 c,51.8949,19.4 Jupiters,7.46,2022,https://science.nasa.gov/exoplanet-catalog/hd-72659-c/
1274,HD 43197 c,62.4112,7.868 Jupiters,8.98,2022,https://science.nasa.gov/exoplanet-catalog/hd-43197-c/
1275,HD 28185 c,39.3809,6 Jupiters,7.8,2022,https://science.nasa.gov/exoplanet-catalog/hd-28185-c/
1276,HD 217786 c,55.4847,7.31005336 Earths,7.78,2022,https://science.nasa.gov/exoplanet-catalog/hd-217786-c/
1277,HIP 55507 b,25.4893,8.135 Jupiters,9.8,2022,https://science.nasa.gov/exoplanet-catalog/hip-55507-b/
1278,HD 115404 A c,10.9869,10.319 Jupiters,6.55,2022,https://science.nasa.gov/exoplanet-catalog/hd-115404-a-c/
1279,HD 115404 A b,10.9869,30.82935548 Earths,6.55,2022,https://science.nasa.gov/exoplanet-catalog/hd-115404-a-b/
1280,GJ 9714 b,20.5121,9.403 Jupiters,9.37,2022,https://science.nasa.gov/exoplanet-catalog/gj-9714-b/
1281,HD 199509 b,24.3056,0.136 Jupiters,6.98,2022,https://science.nasa.gov/exoplanet-catalog/hd-199509-b/
1282,HD 18143 c,22.5243,9.998 Jupiters,7.518,2022,https://science.nasa.gov/exoplanet-catalog/hd-18143-c/
1283,HD 18143 b,22.5243,10.80616584 Earths,7.518,2022,https://science.nasa.gov/exoplanet-catalog/hd-18143-b/
1284,HD 155918 c,27.561,5.909 Jupiters,7,2022,https://science.nasa.gov/exoplanet-catalog/hd-155918-c/
1285,HD 155918 b,27.561,7.62788177 Earths,7,2022,https://science.nasa.gov/exoplanet-catalog/hd-155918-b/
1286,HD 153557 d,17.9412,27.454 Jupiters,7.83,2022,https://science.nasa.gov/exoplanet-catalog/hd-153557-d/
1287,HD 153557 c,17.9412,17.48056238 Earths,7.83,2022,https://science.nasa.gov/exoplanet-catalog/hd-153557-c/
1288,HD 153557 b,17.9412,20.34101805 Earths,7.83,2022,https://science.nasa.gov/exoplanet-catalog/hd-153557-b/
1289,GJ 680 b,9.67315,25.1 Jupiters,10.129,2022,https://science.nasa.gov/exoplanet-catalog/gj-680-b/
1290,GJ 3222 b,18.23817,11.44182265 Earths,6.9,2022,https://science.nasa.gov/exoplanet-catalog/gj-3222-b/
1291,HD 149806 b,20.2727,12.597 Jupiters,7.08308,2022,https://science.nasa.gov/exoplanet-catalog/hd-149806-b/
1292,HD 142 A d,26.1853,0.26 Jupiters,5.7,2022,https://science.nasa.gov/exoplanet-catalog/hd-142-a-d/
1293,HD 140901 c,15.2465,1.8 Jupiters,6.012,2022,https://science.nasa.gov/exoplanet-catalog/hd-140901-c/
1294,HD 140901 b,15.2465,15.57359194 Earths,6.012,2022,https://science.nasa.gov/exoplanet-catalog/hd-140901-b/
1295,HD 127506 b,22.5279,27.333243 Earths,8.7,2022,https://science.nasa.gov/exoplanet-catalog/hd-127506-b/
1296,HD 110537 b,45.0858,27.099 Jupiters,7.83,2022,https://science.nasa.gov/exoplanet-catalog/hd-110537-b/
1297,HIP 948 b,34.8523,20.6 Jupiters,9.92,2022,https://science.nasa.gov/exoplanet-catalog/hip-948-b/
1298,HIP 35965 b,50.1677,8.149 Jupiters,10.18,2022,https://science.nasa.gov/exoplanet-catalog/hip-35965-b/
1299,HD 97037 b,32.413,21.105 Jupiters,6.81828,2022,https://science.nasa.gov/exoplanet-catalog/hd-97037-b/
1300,HD 88072 b,35.9098,7.903 Jupiters,7.55,2022,https://science.nasa.gov/exoplanet-catalog/hd-88072-b/
1301,HD 86065 b,40.3661,9.053 Jupiters,9.36,2022,https://science.nasa.gov/exoplanet-catalog/hd-86065-b/
1302,HD 80913 b,61.3603,23.614 Jupiters,7.49,2022,https://science.nasa.gov/exoplanet-catalog/hd-80913-b/
1303,HD 80883 b,34.6011,5.5 Jupiters,8.6,2022,https://science.nasa.gov/exoplanet-catalog/hd-80883-b/
1304,HD 62549 b,49.3305,8.519 Jupiters,7.72,2022,https://science.nasa.gov/exoplanet-catalog/hd-62549-b/
1305,HD 62364 c,53.112,24.93 Jupiters,7.32,2022,https://science.nasa.gov/exoplanet-catalog/hd-62364-c/
1306,HD 62364 b,53.112,18.77 Jupiters,7.32,2022,https://science.nasa.gov/exoplanet-catalog/hd-62364-b/
1307,HD 56957 b,61.4925,5.918 Jupiters,7.57,2022,https://science.nasa.gov/exoplanet-catalog/hd-56957-b/
1308,HD 457 b,55.0375,26.572 Jupiters,7.72,2022,https://science.nasa.gov/exoplanet-catalog/hd-457-b/
1309,TOI-2158 b,198.473,0.82 Jupiters,10.887,2022,https://science.nasa.gov/exoplanet-catalog/toi-2158-b/
1310,TOI-2025 b,335.985,3.6 Jupiters,11.599,2022,https://science.nasa.gov/exoplanet-catalog/toi-2025-b/
1311,TOI-1820 b,248.504,2.3 Jupiters,10.899,2022,https://science.nasa.gov/exoplanet-catalog/toi-1820-b/
1312,HD 29985 b,31.2707,5.473 Jupiters,9.98,2022,https://science.nasa.gov/exoplanet-catalog/hd-29985-b/
1313,HD 217958 b,61.7957,0.524 Jupiters,8.05,2022,https://science.nasa.gov/exoplanet-catalog/hd-217958-b/
1314,HD 194490 b,80.2349,11.207 Jupiters,8.99,2022,https://science.nasa.gov/exoplanet-catalog/hd-194490-b/
1315,HD 190228 b,62.7146,5.03 Jupiters,7.3,2022,https://science.nasa.gov/exoplanet-catalog/hd-190228-b/
1316,HD 188641 b,64.3399,29.365 Jupiters,7.34,2022,https://science.nasa.gov/exoplanet-catalog/hd-188641-b/
1317,HD 16905 b,39.7401,11.3 Jupiters,9.44,2022,https://science.nasa.gov/exoplanet-catalog/hd-16905-b/
1318,HD 168863 b,39.8979,6.78 Jupiters,9.35,2022,https://science.nasa.gov/exoplanet-catalog/hd-168863-b/
1319,HD 136118 b,51.4359,13.102 Jupiters,6.9456,2022,https://science.nasa.gov/exoplanet-catalog/hd-136118-b/
1320,HD 135872 b,82.4251,5.489 Jupiters,7.28103,2022,https://science.nasa.gov/exoplanet-catalog/hd-135872-b/
1321,HD 125271 b,39.3466,10.904 Jupiters,9.68,2022,https://science.nasa.gov/exoplanet-catalog/hd-125271-b/
1322,HD 11505 b,38.9679,7.899 Jupiters,7.43,2022,https://science.nasa.gov/exoplanet-catalog/hd-11505-b/
1323,HD 11112 b,44.3804,8.176 Jupiters,7.13,2022,https://science.nasa.gov/exoplanet-catalog/hd-11112-b/
1324,HD 109988 b,42.5279,21.821 Jupiters,8.9,2022,https://science.nasa.gov/exoplanet-catalog/hd-109988-b/
1325,TOI-2048 b,116.567,7.32 Earths,11.431,2022,https://science.nasa.gov/exoplanet-catalog/toi-2048-b/
1326,LP 890-9 c,32.4298,25.3 Earths,18,2022,https://science.nasa.gov/exoplanet-catalog/lp-890-9-c/
1327,LP 890-9 b,32.4298,13.2 Earths,18,2022,https://science.nasa.gov/exoplanet-catalog/lp-890-9-b/
1328,HD 56414 b,272.217,13.3 Earths,9.217,2022,https://science.nasa.gov/exoplanet-catalog/hd-56414-b/
1329,GJ 896 A b,6.26022,2.26 Jupiters,10.05,2022,https://science.nasa.gov/exoplanet-catalog/gj-896-a-b/
1330,GJ 3090 b,22.4751,4.52 Earths,11.403,2022,https://science.nasa.gov/exoplanet-catalog/gj-3090-b/
1331,TOI-1452 b,30.5212,4.82 Earths,14.354,2022,https://science.nasa.gov/exoplanet-catalog/toi-1452-b/
1332,KMT-2021-BLG-0171L b,4600,11.2 Earths,Unknown,2022,https://science.nasa.gov/exoplanet-catalog/kmt-2021-blg-0171l-b/
1333,TOI-712 d,58.6212,6.68 Earths,10.838,2022,https://science.nasa.gov/exoplanet-catalog/toi-712-d/
1334,TOI-712 c,58.6212,7.76 Earths,10.838,2022,https://science.nasa.gov/exoplanet-catalog/toi-712-c/
1335,TOI-712 b,58.6212,4.85 Earths,10.838,2022,https://science.nasa.gov/exoplanet-catalog/toi-712-b/
1336,TOI-3757 b,181.139,0.26838381 Jupiters,14.812,2022,https://science.nasa.gov/exoplanet-catalog/toi-3757-b/
1337,TOI-3540 A b,375.66436461446,1.18 Jupiters,11.514,2022,https://science.nasa.gov/exoplanet-catalog/toi-3540-a-b/
1338,KMT-2021-BLG-1689L b,7200,0.14473219 Jupiters,Unknown,2022,https://science.nasa.gov/exoplanet-catalog/kmt-2021-blg-1689l-b/
1339,TOI-4137 b,334.993,1.44 Jupiters,11.31,2022,https://science.nasa.gov/exoplanet-catalog/toi-4137-b/
1340,TOI-3693 b,176.436,1.02 Jupiters,11.948,2022,https://science.nasa.gov/exoplanet-catalog/toi-3693-b/
1341,TOI-3331 A b,217.193,2.27 Jupiters,11.635,2022,https://science.nasa.gov/exoplanet-catalog/toi-3331-a-b/
1342,TOI-2570 b,361.857,0.82 Jupiters,12.569,2022,https://science.nasa.gov/exoplanet-catalog/toi-2570-b/
1343,TOI-2567 b,504.775,0.201 Jupiters,12.3,2022,https://science.nasa.gov/exoplanet-catalog/toi-2567-b/
1344,TOI-2421 b,327.927,0.333 Jupiters,11.419,2022,https://science.nasa.gov/exoplanet-catalog/toi-2421-b/
1345,TOI-2236 b,355.59,1.58 Jupiters,11.6,2022,https://science.nasa.gov/exoplanet-catalog/toi-2236-b/
1346,TOI-2207 b,373.345,0.64 Jupiters,11.316,2022,https://science.nasa.gov/exoplanet-catalog/toi-2207-b/
1347,TOI-2193 A b,337.064,0.94 Jupiters,11.976,2022,https://science.nasa.gov/exoplanet-catalog/toi-2193-a-b/
1348,TOI-2196 b,259.947,26 Earths,12.297,2022,https://science.nasa.gov/exoplanet-catalog/toi-2196-b/
1349,OGLE-2019-BLG-0362L b,5830,3.26 Jupiters,Unknown,2022,https://science.nasa.gov/exoplanet-catalog/ogle-2019-blg-0362l-b/
1350,KMT-2020-BLG-0414L c,1220,27 Jupiters,Unknown,2021,https://science.nasa.gov/exoplanet-catalog/kmt-2020-blg-0414l-c/
1351,KMT-2020-BLG-0414L b,1220,1.87 Earths,Unknown,2021,https://science.nasa.gov/exoplanet-catalog/kmt-2020-blg-0414l-b/
1352,CoRoT-36 b,925.958,0.68 Jupiters,13.126,2022,https://science.nasa.gov/exoplanet-catalog/corot-36-b/
1353,HD 93963 A c,82.3432,18.4 Earths,9.182,2022,https://science.nasa.gov/exoplanet-catalog/hd-93963-a-c/
1354,HD 93963 A b,82.3432,2.8 Earths,9.182,2022,https://science.nasa.gov/exoplanet-catalog/hd-93963-a-b/
1355,GJ 3929 c,15.8095,5.71 Earths,12.675,2022,https://science.nasa.gov/exoplanet-catalog/gj-3929-c/
1356,CoRoT-35 b,1123.21,1.1 Jupiters,15.635,2022,https://science.nasa.gov/exoplanet-catalog/corot-35-b/
1357,CoRoT-7 d,159.906,17.142 Earths,11.728,2022,https://science.nasa.gov/exoplanet-catalog/corot-7-d/
1358,GJ 3512 c,9.48637,0.453 Jupiters,15.18,2020,https://science.nasa.gov/exoplanet-catalog/gj-3512-c/
1359,TOI-1422 b,155.141,9.5 Earths,10.622,2022,https://science.nasa.gov/exoplanet-catalog/toi-1422-b/
1360,TOI-1272 b,137.572,24.1 Earths,11.758,2022,https://science.nasa.gov/exoplanet-catalog/toi-1272-b/
1361,TOI-5153 b,390.484,3.26 Jupiters,11.932,2022,https://science.nasa.gov/exoplanet-catalog/toi-5153-b/
1362,NGTS-20 b,382.898,2.98 Jupiters,11.233,2022,https://science.nasa.gov/exoplanet-catalog/ngts-20-b/
1363,KOI-984 c,252.667,0.66010462 Jupiters,12.795,2022,https://science.nasa.gov/exoplanet-catalog/koi-984-c/
1364,KOI-984 b,252.667,17.1 Earths,12.795,2022,https://science.nasa.gov/exoplanet-catalog/koi-984-b/
1365,HIP 21152 b,43.4073,24 Jupiters,6.37009,2022,https://science.nasa.gov/exoplanet-catalog/hip-21152-b/
1366,TOI-4479 b,80.6532,8.35 Earths,15.18,2022,https://science.nasa.gov/exoplanet-catalog/toi-4479-b/
1367,TOI-3629 b,130.091,0.26 Jupiters,14.639,2022,https://science.nasa.gov/exoplanet-catalog/toi-3629-b/
1368,TOI-2081 b,62.3446,4.82 Earths,13.369,2022,https://science.nasa.gov/exoplanet-catalog/toi-2081-b/
1369,TOI-3714 b,112.71,0.7 Jupiters,15.7,2022,https://science.nasa.gov/exoplanet-catalog/toi-3714-b/
1370,HD 33142 d,121.375,0.2 Jupiters,7.96,2022,https://science.nasa.gov/exoplanet-catalog/hd-33142-d/
1371,HD 260655 c,10.0055,3.09 Earths,9.63,2022,https://science.nasa.gov/exoplanet-catalog/hd-260655-c/
1372,HD 260655 b,10.0055,2.14 Earths,9.63,2022,https://science.nasa.gov/exoplanet-catalog/hd-260655-b/
1373,HD 19615 b,265.155,8.5 Jupiters,6.55594,2022,https://science.nasa.gov/exoplanet-catalog/hd-19615-b/
1374,HD 174205 b,234.027,4.2 Jupiters,6.28209,2022,https://science.nasa.gov/exoplanet-catalog/hd-174205-b/
1375,HD 150010 b,144.49,2.4 Jupiters,6.2893,2022,https://science.nasa.gov/exoplanet-catalog/hd-150010-b/
1376,TOI-1107 b,281.314,3.35 Jupiters,10.553,2022,https://science.nasa.gov/exoplanet-catalog/toi-1107-b/
1377,Ross 508 b,11.2103,4 Earths,14.18,2022,https://science.nasa.gov/exoplanet-catalog/ross-508-b/
1378,HD 83443 c,40.8991,1.5 Jupiters,8.23,2022,https://science.nasa.gov/exoplanet-catalog/hd-83443-c/
1379,HD 28109 d,139.611,5.8 Earths,9.42,2022,https://science.nasa.gov/exoplanet-catalog/hd-28109-d/
1380,HD 28109 c,139.611,9.2 Earths,9.42,2022,https://science.nasa.gov/exoplanet-catalog/hd-28109-c/
1381,HD 28109 b,139.611,6.2 Earths,9.42,2022,https://science.nasa.gov/exoplanet-catalog/hd-28109-b/
1382,Gaia-2 b,209.229,0.817 Jupiters,11.277,2022,https://science.nasa.gov/exoplanet-catalog/gaia-2-b/
1383,Gaia-1 b,363.66,1.68 Jupiters,13.242,2022,https://science.nasa.gov/exoplanet-catalog/gaia-1-b/
1384,WASP-132 c,122.91,6.26 Earths,11.938,2022,https://science.nasa.gov/exoplanet-catalog/wasp-132-c/
1385,TOI-2046 b,289.668,2.3 Jupiters,11.552,2022,https://science.nasa.gov/exoplanet-catalog/toi-2046-b/
1386,TOI-1516 b,247.054,3.16 Jupiters,10.858,2022,https://science.nasa.gov/exoplanet-catalog/toi-1516-b/
1387,TOI-1181 b,302.819,1.179 Jupiters,10.582,2022,https://science.nasa.gov/exoplanet-catalog/toi-1181-b/
1388,Kepler-1656 c,185.875,0.4 Jupiters,11.64,2022,https://science.nasa.gov/exoplanet-catalog/kepler-1656-c/
1389,TOI-500 e,47.3924,15.05 Earths,10.54,2022,https://science.nasa.gov/exoplanet-catalog/toi-500-e/
1390,TOI-500 d,47.3924,33.12 Earths,10.54,2022,https://science.nasa.gov/exoplanet-catalog/toi-500-d/
1391,TOI-500 c,47.3924,5.03 Earths,10.54,2022,https://science.nasa.gov/exoplanet-catalog/toi-500-c/
1392,TOI-1710 b,81.2271,19.1 Earths,9.545,2022,https://science.nasa.gov/exoplanet-catalog/toi-1710-b/
1393,HD 105779 b,55.2411,0.64 Jupiters,8.65,2022,https://science.nasa.gov/exoplanet-catalog/hd-105779-b/
1394,HD 103891 b,55.5213,2.89 Jupiters,6.59451,2022,https://science.nasa.gov/exoplanet-catalog/hd-103891-b/
1395,TOI-2136 b,33.3631,6.37 Earths,14.32,2022,https://science.nasa.gov/exoplanet-catalog/toi-2136-b/
1396,TOI-1696 b,64.9172,0.15354197 Jupiters,16.82,2022,https://science.nasa.gov/exoplanet-catalog/toi-1696-b/
1397,HIP 94235 b,58.5146,1.19246736 Jupiters,8.31,2022,https://science.nasa.gov/exoplanet-catalog/hip-94235-b/
1398,TYC 2187-512-1 b,15.4744,0.33 Jupiters,10.58,2022,https://science.nasa.gov/exoplanet-catalog/tyc-2187-512-1-b/
1399,TOI-1246 e,169.422,14.5 Earths,11.632,2022,https://science.nasa.gov/exoplanet-catalog/toi-1246-e/
1400,TOI-1246 d,169.422,5.4 Earths,11.632,2022,https://science.nasa.gov/exoplanet-catalog/toi-1246-d/
1401,TOI-1246 c,169.422,9.1 Earths,11.632,2022,https://science.nasa.gov/exoplanet-catalog/toi-1246-c/
1402,TOI-1246 b,169.422,8.1 Earths,11.632,2022,https://science.nasa.gov/exoplanet-catalog/toi-1246-b/
1403,Pi Mensae d,18.2874,13.38 Earths,5.666,2022,https://science.nasa.gov/exoplanet-catalog/pi-mensae-d/
1404,Iota Draconis c,31.32832,15.6 Jupiters,3.29668,2021,https://science.nasa.gov/exoplanet-catalog/iota-draconis-c/
1405,Kepler-451 d,396.332,1.76 Jupiters,12.651,2022,https://science.nasa.gov/exoplanet-catalog/kepler-451-d/
1406,Kepler-451 c,396.332,1.61 Jupiters,12.651,2022,https://science.nasa.gov/exoplanet-catalog/kepler-451-c/
1407,GJ 514 b,7.61778,5.2 Earths,9.05,2022,https://science.nasa.gov/exoplanet-catalog/gj-514-b/
1408,TOI-620 b,33.0231,13.6 Earths,12.262,2022,https://science.nasa.gov/exoplanet-catalog/toi-620-b/
1409,AB Aurigae b,162.127,9 Jupiters,7.076,2022,https://science.nasa.gov/exoplanet-catalog/ab-aurigae-b/
1410,TOI-1227 b,100.641,0.209 Jupiters,16.999,2022,https://science.nasa.gov/exoplanet-catalog/toi-1227-b/
1411,OGLE-2014-BLG-0319L b,7730,0.57 Jupiters,Unknown,2022,https://science.nasa.gov/exoplanet-catalog/ogle-2014-blg-0319l-b/
1412,HD 191939 f,53.6089,2.88 Jupiters,8.97,2022,https://science.nasa.gov/exoplanet-catalog/hd-191939-f/
1413,HD 191939 e,53.6089,0.35302068 Jupiters,8.97,2022,https://science.nasa.gov/exoplanet-catalog/hd-191939-e/
1414,WASP-189 b,99.731,1.99 Jupiters,6.59776,2020,https://science.nasa.gov/exoplanet-catalog/wasp-189-b/
1415,TOI-1670 c,168.067,0.63 Jupiters,9.889,2022,https://science.nasa.gov/exoplanet-catalog/toi-1670-c/
1416,TOI-1670 b,168.067,0.13 Jupiters,9.889,2022,https://science.nasa.gov/exoplanet-catalog/toi-1670-b/
1417,K2-409 b,431.031,6.72 Earths,12.902,2022,https://science.nasa.gov/exoplanet-catalog/k2-409-b/
1418,K2-396 c,274.864,9.93 Earths,13.32,2022,https://science.nasa.gov/exoplanet-catalog/k2-396-c/
1419,K2-384 b,82.6603,1.26 Earths,16.12,2022,https://science.nasa.gov/exoplanet-catalog/k2-384-b/
1420,K2-378 b,687.973,8.65 Earths,16.029,2022,https://science.nasa.gov/exoplanet-catalog/k2-378-b/
1421,K2-377 b,195.149,3.51 Earths,14.107,2022,https://science.nasa.gov/exoplanet-catalog/k2-377-b/
1422,K2-376 b,161.61,3.66 Earths,10.415,2022,https://science.nasa.gov/exoplanet-catalog/k2-376-b/
1423,K2-375 b,696.1,5.66 Earths,13.164,2022,https://science.nasa.gov/exoplanet-catalog/k2-375-b/
1424,K2-374 c,359.439,5.53 Earths,12.783,2022,https://science.nasa.gov/exoplanet-catalog/k2-374-c/
1425,K2-374 b,359.439,3.16 Earths,12.783,2022,https://science.nasa.gov/exoplanet-catalog/k2-374-b/
1426,K2-372 b,463.88,8.98 Earths,13.589,2022,https://science.nasa.gov/exoplanet-catalog/k2-372-b/
1427,K2-371 b,442.813,Unknown,14.492,2022,https://science.nasa.gov/exoplanet-catalog/k2-371-b/
1428,K2-369 b,185.55,2.28 Earths,11.789,2022,https://science.nasa.gov/exoplanet-catalog/k2-369-b/
1429,K2-368 b,206.608,2.34 Earths,13.581,2022,https://science.nasa.gov/exoplanet-catalog/k2-368-b/
1430,K2-367 b,176.965,6.41 Earths,13.794,2022,https://science.nasa.gov/exoplanet-catalog/k2-367-b/
1431,K2-366 b,185.947,6.16 Earths,12.636,2022,https://science.nasa.gov/exoplanet-catalog/k2-366-b/
1432,K2-365 b,187.222,8.78 Earths,11.372,2022,https://science.nasa.gov/exoplanet-catalog/k2-365-b/
1433,HD 73583 c,31.5666,9.7 Earths,9.67,2022,https://science.nasa.gov/exoplanet-catalog/hd-73583-c/
1434,HD 73583 b,31.5666,10.2 Earths,9.67,2022,https://science.nasa.gov/exoplanet-catalog/hd-73583-b/
1435,EPIC 206317286 c,314.35,5.03 Earths,14.005,2022,https://science.nasa.gov/exoplanet-catalog/epic-206317286-c/
1436,K2-408 b,162.306,3.45 Earths,12.056,2022,https://science.nasa.gov/exoplanet-catalog/k2-408-b/
1437,K2-407 c,218.376,2.42 Earths,11.969,2022,https://science.nasa.gov/exoplanet-catalog/k2-407-c/
1438,K2-407 b,218.376,2.19 Earths,11.969,2022,https://science.nasa.gov/exoplanet-catalog/k2-407-b/
1439,K2-406 b,85.3751,19.2 Earths,9.465,2022,https://science.nasa.gov/exoplanet-catalog/k2-406-b/
1440,K2-405 b,197.234,18.9 Earths,12.816,2022,https://science.nasa.gov/exoplanet-catalog/k2-405-b/
1441,K2-404 b,121.63,6.94 Earths,14.622,2022,https://science.nasa.gov/exoplanet-catalog/k2-404-b/
1442,K2-403 b,246.599,24.6 Earths,12.305,2022,https://science.nasa.gov/exoplanet-catalog/k2-403-b/
1443,K2-402 b,523.055,7.65 Earths,13.032,2022,https://science.nasa.gov/exoplanet-catalog/k2-402-b/
1444,K2-401 b,200.727,5.74 Earths,14.014,2022,https://science.nasa.gov/exoplanet-catalog/k2-401-b/
1445,K2-400 b,62.3804,1.67 Earths,15.108,2022,https://science.nasa.gov/exoplanet-catalog/k2-400-b/
1446,K2-398 c,606.992,22.8 Earths,13.287,2022,https://science.nasa.gov/exoplanet-catalog/k2-398-c/
1447,K2-398 b,606.992,5.79 Earths,13.287,2022,https://science.nasa.gov/exoplanet-catalog/k2-398-b/
1448,K2-397 b,199.354,6.42 Earths,11.865,2022,https://science.nasa.gov/exoplanet-catalog/k2-397-b/
1449,K2-396 b,274.864,3.12 Earths,13.32,2022,https://science.nasa.gov/exoplanet-catalog/k2-396-b/
1450,K2-395 c,286.727,11.4 Earths,15.131,2022,https://science.nasa.gov/exoplanet-catalog/k2-395-c/
1451,K2-395 b,286.727,7.26 Earths,15.131,2022,https://science.nasa.gov/exoplanet-catalog/k2-395-b/
1452,K2-394 b,98.0152,3.51 Earths,12.768,2022,https://science.nasa.gov/exoplanet-catalog/k2-394-b/
1453,K2-393 b,265.914,6.13 Earths,11.84,2022,https://science.nasa.gov/exoplanet-catalog/k2-393-b/
1454,K2-392 b,406.985,4.08 Earths,12.922,2022,https://science.nasa.gov/exoplanet-catalog/k2-392-b/
1455,K2-391 b,507.94,2.45 Earths,12.527,2022,https://science.nasa.gov/exoplanet-catalog/k2-391-b/
1456,K2-390 b,456.122,19.6 Earths,13.611,2022,https://science.nasa.gov/exoplanet-catalog/k2-390-b/
1457,K2-389 c,259.208,4.82 Earths,11.827,2022,https://science.nasa.gov/exoplanet-catalog/k2-389-c/
1458,K2-389 b,259.208,6.04 Earths,11.827,2022,https://science.nasa.gov/exoplanet-catalog/k2-389-b/
1459,K2-388 b,290.495,14.5 Earths,12.861,2022,https://science.nasa.gov/exoplanet-catalog/k2-388-b/
1460,K2-386 b,428.785,5.99 Earths,13.241,2022,https://science.nasa.gov/exoplanet-catalog/k2-386-b/
1461,K2-385 b,420.819,2.98 Earths,14.645,2022,https://science.nasa.gov/exoplanet-catalog/k2-385-b/
1462,K2-384 f,82.6603,5.57 Earths,16.12,2022,https://science.nasa.gov/exoplanet-catalog/k2-384-f/
1463,K2-384 e,82.6603,2.37 Earths,16.12,2022,https://science.nasa.gov/exoplanet-catalog/k2-384-e/
1464,K2-384 d,82.6603,2.52 Earths,16.12,2022,https://science.nasa.gov/exoplanet-catalog/k2-384-d/
1465,K2-384 c,82.6603,1.82 Earths,16.12,2022,https://science.nasa.gov/exoplanet-catalog/k2-384-c/
1466,K2-380 b,249.303,7.89 Earths,11.688,2022,https://science.nasa.gov/exoplanet-catalog/k2-380-b/
1467,K2-379 b,182.207,5.4 Earths,13.265,2022,https://science.nasa.gov/exoplanet-catalog/k2-379-b/
1468,K2-373 b,229.567,4.9 Earths,10.47,2022,https://science.nasa.gov/exoplanet-catalog/k2-373-b/
1469,K2-370 b,144.202,11.1 Earths,11.109,2022,https://science.nasa.gov/exoplanet-catalog/k2-370-b/
1470,K2-387 b,266.318,0.133 Jupiters,16.147,2022,https://science.nasa.gov/exoplanet-catalog/k2-387-b/
1471,K2-383 b,203.788,3.07 Earths,12.689,2022,https://science.nasa.gov/exoplanet-catalog/k2-383-b/
1472,K2-382 b,278.412,4.95 Earths,12.977,2022,https://science.nasa.gov/exoplanet-catalog/k2-382-b/
1473,K2-381 d,145.701,3.5 Earths,12.883,2022,https://science.nasa.gov/exoplanet-catalog/k2-381-d/
1474,K2-381 c,145.701,4.66 Earths,12.883,2022,https://science.nasa.gov/exoplanet-catalog/k2-381-c/
1475,K2-381 b,145.701,1.26 Earths,12.883,2022,https://science.nasa.gov/exoplanet-catalog/k2-381-b/
1476,K2-368 d,206.608,4.45 Earths,13.581,2022,https://science.nasa.gov/exoplanet-catalog/k2-368-d/
1477,K2-368 c,206.608,2.42 Earths,13.581,2022,https://science.nasa.gov/exoplanet-catalog/k2-368-c/
1478,OGLE-2019-BLG-0299L b,5830,6.22 Jupiters,Unknown,2021,https://science.nasa.gov/exoplanet-catalog/ogle-2019-blg-0299l-b/
1479,OGLE-2017-BLG-1099L b,7250,3.02 Jupiters,Unknown,2021,https://science.nasa.gov/exoplanet-catalog/ogle-2017-blg-1099l-b/
1480,KMT-2021-BLG-0912L b,5560,2.81 Earths,Unknown,2022,https://science.nasa.gov/exoplanet-catalog/kmt-2021-blg-0912l-b/
1481,KMT-2018-BLG-1988L b,4150,5.56 Earths,Unknown,2022,https://science.nasa.gov/exoplanet-catalog/kmt-2018-blg-1988l-b/
1482,KMT-2017-BLG-2509L b,7040,2.09 Jupiters,Unknown,2021,https://science.nasa.gov/exoplanet-catalog/kmt-2017-blg-2509l-b/
1483,TOI-1759 b,40.0654,10.8 Earths,11.93,2022,https://science.nasa.gov/exoplanet-catalog/toi-1759-b/
1484,GJ 3929 b,15.8095,1.75 Earths,12.675,2022,https://science.nasa.gov/exoplanet-catalog/gj-3929-b/
1485,2M0437 b,128.484,4 Jupiters,16.186,2021,https://science.nasa.gov/exoplanet-catalog/2m0437-b/
1486,TOI-833 b,41.7148,2.15 Earths,11.724,2022,https://science.nasa.gov/exoplanet-catalog/toi-833-b/
1487,TOI-544 b,41.1166,2.89 Earths,10.777,2022,https://science.nasa.gov/exoplanet-catalog/toi-544-b/
1488,TOI-500 b,47.3924,1.42 Earths,10.54,2022,https://science.nasa.gov/exoplanet-catalog/toi-500-b/
1489,TOI-2445 b,48.582,2.1 Earths,15.692,2022,https://science.nasa.gov/exoplanet-catalog/toi-2445-b/
1490,TOI-2427 b,28.5147,3.89 Earths,10.295,2022,https://science.nasa.gov/exoplanet-catalog/toi-2427-b/
1491,TOI-2411 b,59.5362,3.46 Earths,11.272,2022,https://science.nasa.gov/exoplanet-catalog/toi-2411-b/
1492,TOI-2260 b,101.251,3.26 Earths,10.474,2022,https://science.nasa.gov/exoplanet-catalog/toi-2260-b/
