id,name,parsecs_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink
0,KMT-2025-BLG-2272L b,6620,2.47 Jupiters,Unknown,2026,https://science.nasa.gov/exoplanet-catalog/kmt-2025-blg-2272l-b/
1,KMT-2025-BLG-0030L b,6720,1.15 Jupiters,Unknown,2026,https://science.nasa.gov/exoplanet-catalog/kmt-2025-blg-0030l-b/
2,KMT-2025-BLG-0026L b,7280,2.13 Jupiters,Unknown,2026,https://science.nasa.gov/exoplanet-catalog/kmt-2025-blg-0026l-b/
3,OGLE-2016-BLG-0261L b,7850,0.21 Jupiters,Unknown,2026,https://science.nasa.gov/exoplanet-catalog/ogle-2016-blg-0261l-b/
4,HD 715 b,167.253,0.635 Jupiters,8.703,2026,https://science.nasa.gov/exoplanet-catalog/hd-715-b/
5,HD 278555 b,289.829,0.84 Jupiters,11.046,2026,https://science.nasa.gov/exoplanet-catalog/hd-278555-b/
6,KMT-2025-BLG-1160L b,6580,25.36 Earths,Unknown,2026,https://science.nasa.gov/exoplanet-catalog/kmt-2025-blg-1160l-b/
7,KMT-2025-BLG-0975L b,7923,29.8 Earths,Unknown,2026,https://science.nasa.gov/exoplanet-catalog/kmt-2025-blg-0975l-b/
8,TOI-4409 b,179.419,14.93793513 Earths,12.691,2026,https://science.nasa.gov/exoplanet-catalog/toi-4409-b/
9,TOI-3278 b,904.752,0.3 Jupiters,14.161,2026,https://science.nasa.gov/exoplanet-catalog/toi-3278-b/
10,HD 50554 d,31.1664,10.4 Earths,6.8561,2026,https://science.nasa.gov/exoplanet-catalog/hd-50554-d/
11,HD 50554 c,31.1664,5.3 Earths,6.8561,2026,https://science.nasa.gov/exoplanet-catalog/hd-50554-c/
12,TOI-3053 b,337.627,0.85 Jupiters,13.108,2026,https://science.nasa.gov/exoplanet-catalog/toi-3053-b/
13,CD-35 2722 B b,Unknown,0.92 Jupiters,Unknown,2026,https://science.nasa.gov/exoplanet-catalog/cd-35-2722-b-b/
14,KOI-884 e,663.711,0.20782928 Jupiters,15.199,2014,https://science.nasa.gov/exoplanet-catalog/koi-884-e/
15,KOI-319 b,660.138,10 Jupiters,12.675,2014,https://science.nasa.gov/exoplanet-catalog/koi-319-b/
16,KOI-319 c,660.138,27.7 Jupiters,12.675,2014,https://science.nasa.gov/exoplanet-catalog/koi-319-c/
17,TOI-6158 b,180.96,0.425 Jupiters,16.29,2026,https://science.nasa.gov/exoplanet-catalog/toi-6158-b/
18,TOI-5811 B b,170.135,0.81 Jupiters,8.85,2026,https://science.nasa.gov/exoplanet-catalog/toi-5811-b-b/
19,TOI-7394 B b,189.986,2.1 Jupiters,15.5219,2026,https://science.nasa.gov/exoplanet-catalog/toi-7394-b-b/
20,Gl 725 B c,6.842357,3.4 Earths,9.7,2026,https://science.nasa.gov/exoplanet-catalog/gl-725-b-c/
21,HIP 81991 b,43.9016,9.5 Jupiters,6.56168,2026,https://science.nasa.gov/exoplanet-catalog/hip-81991-b/
22,HD 202206 b,45.9665,21.55 Jupiters,8.08,2026,https://science.nasa.gov/exoplanet-catalog/hd-202206-b/
23,MOA-2020-BLG-108L b,5130,10.67 Jupiters,26.34,2026,https://science.nasa.gov/exoplanet-catalog/moa-2020-blg-108l-b/
24,TOI-7393 b,189.038,0.61 Jupiters,14.834,2026,https://science.nasa.gov/exoplanet-catalog/toi-7393-b/
25,TOI-7265 B b,143.97,0.71 Jupiters,14.265,2026,https://science.nasa.gov/exoplanet-catalog/toi-7265-b-b/
26,TOI-7189 b,192.09,0.5 Jupiters,15.88,2026,https://science.nasa.gov/exoplanet-catalog/toi-7189-b/
27,TOI-7169 b,467.151,0.41 Jupiters,12.088,2026,https://science.nasa.gov/exoplanet-catalog/toi-7169-b/
28,TOI-5806 b,119.199,2.27 Jupiters,8.703,2026,https://science.nasa.gov/exoplanet-catalog/toi-5806-b/
29,TOI-4492 b,143.184,5.92 Jupiters,10.324,2026,https://science.nasa.gov/exoplanet-catalog/toi-4492-b/
30,TOI-2114 b,317.845,1.02 Jupiters,10.265,2026,https://science.nasa.gov/exoplanet-catalog/toi-2114-b/
31,TOI-603 b,205.924,33 Earths,10.312,2026,https://science.nasa.gov/exoplanet-catalog/toi-603-b/
32,HD 60779 c,35.4445,28.3 Earths,7.1634,2026,https://science.nasa.gov/exoplanet-catalog/hd-60779-c/
33,HD 60779 b,35.4445,14.19 Earths,7.1634,2026,https://science.nasa.gov/exoplanet-catalog/hd-60779-b/
34,TOI-5628 A b,110.03,28.60455663 Earths,17.75,2026,https://science.nasa.gov/exoplanet-catalog/toi-5628-a-b/
35,NGTS-39 b,278.402,1.467 Jupiters,11.568,2026,https://science.nasa.gov/exoplanet-catalog/ngts-39-b/
36,TOI-2040 b,144.717,0.781 Jupiters,11.489,2026,https://science.nasa.gov/exoplanet-catalog/toi-2040-b/
37,Gliese 48 b,8.23366,8.11 Earths,9.98,2026,https://science.nasa.gov/exoplanet-catalog/gliese-48-b/
38,TOI-2049 b,571.487,1.53 Jupiters,11.413,2026,https://science.nasa.gov/exoplanet-catalog/toi-2049-b/
39,TOI-2578 b,285.53,0.526 Jupiters,11.353,2026,https://science.nasa.gov/exoplanet-catalog/toi-2578-b/
40,HAT-P-47 b,282.096,0.206 Jupiters,10.609,2026,https://science.nasa.gov/exoplanet-catalog/hat-p-47-b/
41,TOI-4458 b,505.432,1.737 Jupiters,11.172,2026,https://science.nasa.gov/exoplanet-catalog/toi-4458-b/
42,Gaia23braL b,4330,1.63 Jupiters,19.8628,2026,https://science.nasa.gov/exoplanet-catalog/gaia23bral-b/
43,TOI-4427 b,198.251,0.276 Jupiters,11.983,2026,https://science.nasa.gov/exoplanet-catalog/toi-4427-b/
44,TOI-791 c,341.221,18.6 Earths,11.093,2026,https://science.nasa.gov/exoplanet-catalog/toi-791-c/
45,TOI-6884 b,562.376,26.32 Jupiters,11.985,2026,https://science.nasa.gov/exoplanet-catalog/toi-6884-b/
46,TOI-791 b,341.221,9.5 Earths,11.093,2026,https://science.nasa.gov/exoplanet-catalog/toi-791-b/
47,TOI-1533 c,100.051,36.6 Earths,10.953,2026,https://science.nasa.gov/exoplanet-catalog/toi-1533-c/
48,TOI-1533 b,100.051,28.1 Earths,10.953,2026,https://science.nasa.gov/exoplanet-catalog/toi-1533-b/
49,Beta Pictoris d,19.7442,2.4 Jupiters,3.85,2026,https://science.nasa.gov/exoplanet-catalog/beta-pictoris-d/
50,NGTS-38 b,268.637,4.77 Jupiters,10.225,2026,https://science.nasa.gov/exoplanet-catalog/ngts-38-b/
51,TOI-6019 b,260.342,0.46880643 Jupiters,10.791,2026,https://science.nasa.gov/exoplanet-catalog/toi-6019-b/
52,TOI-2147 b,282.108,0.36497682 Jupiters,11.098,2026,https://science.nasa.gov/exoplanet-catalog/toi-2147-b/
53,TIC 150070085 b,204.368,12.8 Earths,11.165,2026,https://science.nasa.gov/exoplanet-catalog/tic-150070085-b/
54,HD 126105 b,82.8811,1.67 Jupiters,7.32,2026,https://science.nasa.gov/exoplanet-catalog/hd-126105-b/
55,HD 127195 c,84.7167,0.65 Jupiters,7.18,2026,https://science.nasa.gov/exoplanet-catalog/hd-127195-c/
56,HD 127195 b,84.7167,0.67 Jupiters,7.18,2026,https://science.nasa.gov/exoplanet-catalog/hd-127195-b/
57,HD 125136 b,121.257,2.26 Jupiters,7.44,2026,https://science.nasa.gov/exoplanet-catalog/hd-125136-b/
58,HD 190360 d,16.0035,11.9 Earths,5.745,2026,https://science.nasa.gov/exoplanet-catalog/hd-190360-d/
59,KMT-2023-BLG-0332L b,6500,22 Jupiters,Unknown,2026,https://science.nasa.gov/exoplanet-catalog/kmt-2023-blg-0332l-b/
60,OGLE-2023-BLG-0766L b,7400,1.1 Jupiters,Unknown,2026,https://science.nasa.gov/exoplanet-catalog/ogle-2023-blg-0766l-b/
61,KMT-2023-BLG-1592L b,7200,0.58 Jupiters,Unknown,2026,https://science.nasa.gov/exoplanet-catalog/kmt-2023-blg-1592l-b/
62,HIP 98599 b,75.9428,6.85 Jupiters,8.11,2026,https://science.nasa.gov/exoplanet-catalog/hip-98599-b/
63,HIP 39330 b,36.3958,1.67 Jupiters,7.52,2026,https://science.nasa.gov/exoplanet-catalog/hip-39330-b/
64,HIP 8923 b,65.9957,9.98 Jupiters,8.24,2026,https://science.nasa.gov/exoplanet-catalog/hip-8923-b/
65,HIP 10090 c,82.3937,0.85 Jupiters,8.94,2026,https://science.nasa.gov/exoplanet-catalog/hip-10090-c/
66,HIP 10090 b,82.3937,3.87 Jupiters,8.94,2026,https://science.nasa.gov/exoplanet-catalog/hip-10090-b/
67,TOI-6564 b,191.372,0.699 Jupiters,10.236,2026,https://science.nasa.gov/exoplanet-catalog/toi-6564-b/
68,TIC 9344899 b,532.228,19.4 Jupiters,13.291,2026,https://science.nasa.gov/exoplanet-catalog/tic-9344899-b/
69,TOI-4034 b,745.145,0.87 Jupiters,13.262,2026,https://science.nasa.gov/exoplanet-catalog/toi-4034-b/
70,TOI-3664 b,464.748,0.36 Jupiters,13.883,2026,https://science.nasa.gov/exoplanet-catalog/toi-3664-b/
71,TIC 52059926 b,216.581,16.9 Jupiters,13.724,2026,https://science.nasa.gov/exoplanet-catalog/tic-52059926-b/
72,GJ 3378 b,7.72274,2.3 Earths,12.37,2026,https://science.nasa.gov/exoplanet-catalog/gj-3378-b/
73,HD 16760 b,50.17561,21.5 Jupiters,8.7,2009,https://science.nasa.gov/exoplanet-catalog/hd-16760-b/
74,HD 5388 b,53.0661,3.2 Jupiters,6.73,2010,https://science.nasa.gov/exoplanet-catalog/hd-5388-b/
75,TOI-3457 b,370.666,2.51 Jupiters,12.44,2026,https://science.nasa.gov/exoplanet-catalog/toi-3457-b/
76,TOI-707 b,130.959,6.42 Earths,10.71,2026,https://science.nasa.gov/exoplanet-catalog/toi-707-b/
77,HD 6718 b,51.3444,2.4 Jupiters,8.45,2009,https://science.nasa.gov/exoplanet-catalog/hd-6718-b/
78,HD 148427 b,71.3499,1.2 Jupiters,6.90498,2009,https://science.nasa.gov/exoplanet-catalog/hd-148427-b/
79,TOI-4311 b,134.988,4.5 Earths,11.388,2026,https://science.nasa.gov/exoplanet-catalog/toi-4311-b/
80,TOI-4311 c,134.988,13.58 Earths,11.388,2026,https://science.nasa.gov/exoplanet-catalog/toi-4311-c/
81,XO-2 S d,151.398,3.71 Jupiters,11.196,2024,https://science.nasa.gov/exoplanet-catalog/xo-2-s-d/
82,TOI-237 c,38.0749,1.9 Earths,16.37,2026,https://science.nasa.gov/exoplanet-catalog/toi-237-c/
83,TOI-159 b,347.593,3.49 Jupiters,11.021,2026,https://science.nasa.gov/exoplanet-catalog/toi-159-b/
84,TOI-1752 c,103.021,5.86 Earths,14.62,2026,https://science.nasa.gov/exoplanet-catalog/toi-1752-c/
85,TOI-1752 b,103.021,3.51 Earths,14.62,2026,https://science.nasa.gov/exoplanet-catalog/toi-1752-b/
86,TOI-5624 f,101.913,13 Earths,10.81,2026,https://science.nasa.gov/exoplanet-catalog/toi-5624-f/
87,TOI-5624 e,101.913,8.9 Earths,10.81,2026,https://science.nasa.gov/exoplanet-catalog/toi-5624-e/
88,TOI-5624 c,101.913,4.8 Earths,10.81,2026,https://science.nasa.gov/exoplanet-catalog/toi-5624-c/
89,TOI-5624 d,101.913,4.9 Earths,10.81,2026,https://science.nasa.gov/exoplanet-catalog/toi-5624-d/
90,TIC 183374187 b,1208.75,0.56 Jupiters,14.639,2026,https://science.nasa.gov/exoplanet-catalog/tic-183374187-b/
91,TOI-201 d,113.825,5.8 Earths,9.07,2026,https://science.nasa.gov/exoplanet-catalog/toi-201-d/
92,TIC 245076932 b,303.96,0.51 Jupiters,11.727,2026,https://science.nasa.gov/exoplanet-catalog/tic-245076932-b/
93,GJ 1137 c,28.5159,5.12 Earths,8.3,2026,https://science.nasa.gov/exoplanet-catalog/gj-1137-c/
94,TWA 7 b,33.9958,0.34 Jupiters,11.773,2025,https://science.nasa.gov/exoplanet-catalog/twa-7-b/
95,TIC 87422071 b,384.758,1.29 Jupiters,11.982,2026,https://science.nasa.gov/exoplanet-catalog/tic-87422071-b/
96,TIC 147027702 b,457.186,1.09 Jupiters,11.286,2026,https://science.nasa.gov/exoplanet-catalog/tic-147027702-b/
97,TIC 445839811 b,235.655,6.7 Earths,12.373,2026,https://science.nasa.gov/exoplanet-catalog/tic-445839811-b/
98,TIC 437041147 b,246.6,5.54 Earths,12.174,2026,https://science.nasa.gov/exoplanet-catalog/tic-437041147-b/
99,TIC 423703298 b,136.191,8.11 Earths,12.923,2026,https://science.nasa.gov/exoplanet-catalog/tic-423703298-b/
100,TIC 390586021 b,114.558,8.55 Earths,13.079,2026,https://science.nasa.gov/exoplanet-catalog/tic-390586021-b/
101,TIC 356227008 b,387.609,6.3 Earths,12.996,2026,https://science.nasa.gov/exoplanet-catalog/tic-356227008-b/
102,TIC 349520724 b,241.105,8.38 Earths,13.008,2026,https://science.nasa.gov/exoplanet-catalog/tic-349520724-b/
103,TIC 320419023 b,288.893,8.11 Earths,12.157,2026,https://science.nasa.gov/exoplanet-catalog/tic-320419023-b/
104,TIC 294329732 b,189.333,4.97 Earths,12.23,2026,https://science.nasa.gov/exoplanet-catalog/tic-294329732-b/
105,TIC 290487717 b,395.574,35.7 Earths,13.492,2026,https://science.nasa.gov/exoplanet-catalog/tic-290487717-b/
106,TIC 260969020 b,121.222,5.59 Earths,12.393,2026,https://science.nasa.gov/exoplanet-catalog/tic-260969020-b/
107,TIC 249022743 b,396.46,20.6 Earths,12.705,2026,https://science.nasa.gov/exoplanet-catalog/tic-249022743-b/
108,TIC 206466666 b,127.837,5.26 Earths,12.476,2026,https://science.nasa.gov/exoplanet-catalog/tic-206466666-b/
109,TIC 198190129 b,130.035,8.87 Earths,13.704,2026,https://science.nasa.gov/exoplanet-catalog/tic-198190129-b/
110,TIC 188624430 b,300.743,12.9 Earths,13.195,2026,https://science.nasa.gov/exoplanet-catalog/tic-188624430-b/
111,TIC 178172313 b,178.137,8.27 Earths,11.924,2026,https://science.nasa.gov/exoplanet-catalog/tic-178172313-b/
112,TIC 161045582 b,162.246,5.67 Earths,10.642,2026,https://science.nasa.gov/exoplanet-catalog/tic-161045582-b/
113,TIC 160113658 b,200.156,12 Earths,12.957,2026,https://science.nasa.gov/exoplanet-catalog/tic-160113658-b/
114,TIC 154870955 b,226.463,9.77 Earths,13.43,2026,https://science.nasa.gov/exoplanet-catalog/tic-154870955-b/
115,TIC 153919886 b,132.33,7.78 Earths,14.406,2026,https://science.nasa.gov/exoplanet-catalog/tic-153919886-b/
116,TIC 142589416 b,168.933,7.65 Earths,14.021,2026,https://science.nasa.gov/exoplanet-catalog/tic-142589416-b/
117,TIC 139702105 b,91.7884,6.59 Earths,9.651,2026,https://science.nasa.gov/exoplanet-catalog/tic-139702105-b/
118,TIC 117642575 b,188.758,8.38 Earths,11.029,2026,https://science.nasa.gov/exoplanet-catalog/tic-117642575-b/
119,TIC 88692598 b,73.5258,3.94 Earths,13.953,2026,https://science.nasa.gov/exoplanet-catalog/tic-88692598-b/
120,TIC 86380416 b,244.68,6.4 Earths,11.835,2026,https://science.nasa.gov/exoplanet-catalog/tic-86380416-b/
121,TIC 77552382 b,373.415,27.5 Earths,13.892,2026,https://science.nasa.gov/exoplanet-catalog/tic-77552382-b/
122,TIC 77319217 b,267.62,9.85 Earths,11.497,2026,https://science.nasa.gov/exoplanet-catalog/tic-77319217-b/
123,TIC 67686059 b,249.203,7.23 Earths,12.992,2026,https://science.nasa.gov/exoplanet-catalog/tic-67686059-b/
124,TIC 65612701 b,151.624,22.7 Earths,9.448,2026,https://science.nasa.gov/exoplanet-catalog/tic-65612701-b/
125,TIC 62895484 b,294.857,12 Earths,12.658,2026,https://science.nasa.gov/exoplanet-catalog/tic-62895484-b/
126,TIC 38828280 b,286.415,7.4 Earths,13.692,2026,https://science.nasa.gov/exoplanet-catalog/tic-38828280-b/
127,TIC 38825265 b,165.638,5.43 Earths,14.134,2026,https://science.nasa.gov/exoplanet-catalog/tic-38825265-b/
128,TIC 34085383 b,149.12,14.6 Earths,12.552,2026,https://science.nasa.gov/exoplanet-catalog/tic-34085383-b/
129,TIC 32032563 b,507.858,11.9 Earths,13.453,2026,https://science.nasa.gov/exoplanet-catalog/tic-32032563-b/
130,TIC 24750448 c,178.146,9.75 Earths,13.518,2026,https://science.nasa.gov/exoplanet-catalog/tic-24750448-c/
131,TIC 24750448 b,178.146,6.51 Earths,13.518,2026,https://science.nasa.gov/exoplanet-catalog/tic-24750448-b/
132,TIC 18942729 b,115.169,4.66 Earths,12.545,2026,https://science.nasa.gov/exoplanet-catalog/tic-18942729-b/
133,TOI-1839 c,116.086,6.39 Earths,10.9,2026,https://science.nasa.gov/exoplanet-catalog/toi-1839-c/
134,TOI-7333 b,157.217,5.04 Earths,13.102,2026,https://science.nasa.gov/exoplanet-catalog/toi-7333-b/
135,TOI-7155 b,144.751,6.38 Earths,12.758,2026,https://science.nasa.gov/exoplanet-catalog/toi-7155-b/
136,TOI-7008 b,410.467,21.7 Earths,13.6,2026,https://science.nasa.gov/exoplanet-catalog/toi-7008-b/
137,TOI-5624 b,101.913,9.4 Earths,10.81,2026,https://science.nasa.gov/exoplanet-catalog/toi-5624-b/
138,TOI-6954 b,190.042,12.8 Earths,12.262,2026,https://science.nasa.gov/exoplanet-catalog/toi-6954-b/
139,TOI-6707 b,641.467,27.8 Earths,12.93,2026,https://science.nasa.gov/exoplanet-catalog/toi-6707-b/
140,TOI-6699 b,85.8463,6.02 Earths,11.51,2026,https://science.nasa.gov/exoplanet-catalog/toi-6699-b/
141,TOI-6677 b,340.52,28.7 Earths,10.765,2026,https://science.nasa.gov/exoplanet-catalog/toi-6677-b/
142,TOI-6393 b,186.229,8.04 Earths,12.513,2026,https://science.nasa.gov/exoplanet-catalog/toi-6393-b/
143,TOI-6281 b,57.7451,4.36 Earths,10.885,2026,https://science.nasa.gov/exoplanet-catalog/toi-6281-b/
144,TOI-4156 c,213.719,8.87 Earths,11.504,2026,https://science.nasa.gov/exoplanet-catalog/toi-4156-c/
145,TOI-6080 b,188.183,11 Earths,11.178,2026,https://science.nasa.gov/exoplanet-catalog/toi-6080-b/
146,TOI-5926 b,275.103,0.14 Jupiters,12.593,2026,https://science.nasa.gov/exoplanet-catalog/toi-5926-b/
147,TOI-5777 b,114.277,9.78 Earths,13.012,2026,https://science.nasa.gov/exoplanet-catalog/toi-5777-b/
148,TOI-5630 b,134.047,6.22 Earths,10.896,2026,https://science.nasa.gov/exoplanet-catalog/toi-5630-b/
149,TOI-5614 b,223.016,10.4 Earths,14.093,2026,https://science.nasa.gov/exoplanet-catalog/toi-5614-b/
150,TOI-5605 b,95.0735,6.92 Earths,12.073,2026,https://science.nasa.gov/exoplanet-catalog/toi-5605-b/
151,TOI-5599 b,547.948,0.129 Jupiters,11.779,2026,https://science.nasa.gov/exoplanet-catalog/toi-5599-b/
152,TOI-5595 b,136.955,20.1 Earths,13.316,2026,https://science.nasa.gov/exoplanet-catalog/toi-5595-b/
153,TOI-5532 b,90.9985,6.93 Earths,13.072,2026,https://science.nasa.gov/exoplanet-catalog/toi-5532-b/
154,TOI-5515 b,135.459,7.53 Earths,11.147,2026,https://science.nasa.gov/exoplanet-catalog/toi-5515-b/
155,TOI-5502 b,248.654,15.9 Earths,10.881,2026,https://science.nasa.gov/exoplanet-catalog/toi-5502-b/
156,TOI-5486 b,89.6811,14.9 Earths,14.297,2026,https://science.nasa.gov/exoplanet-catalog/toi-5486-b/
157,TOI-5380 b,286.781,11.9 Earths,10.621,2026,https://science.nasa.gov/exoplanet-catalog/toi-5380-b/
158,TOI-5335 b,331.289,15.3 Earths,13.428,2026,https://science.nasa.gov/exoplanet-catalog/toi-5335-b/
159,TOI-5160 b,151.465,6.33 Earths,10.847,2026,https://science.nasa.gov/exoplanet-catalog/toi-5160-b/
160,TOI-5159 b,55.1788,3.01 Earths,9.369,2026,https://science.nasa.gov/exoplanet-catalog/toi-5159-b/
161,TOI-4930 b,413.757,38.4 Earths,12.704,2026,https://science.nasa.gov/exoplanet-catalog/toi-4930-b/
162,TOI-4898 b,98.5958,13.4 Earths,13.62,2026,https://science.nasa.gov/exoplanet-catalog/toi-4898-b/
163,TOI-4747 b,304.615,14.8 Earths,12.442,2026,https://science.nasa.gov/exoplanet-catalog/toi-4747-b/
164,TOI-4662 b,111.047,8.65 Earths,12.437,2026,https://science.nasa.gov/exoplanet-catalog/toi-4662-b/
165,TOI-4640 b,245.089,8.46 Earths,11.63,2026,https://science.nasa.gov/exoplanet-catalog/toi-4640-b/
166,TOI-4578 b,182.249,5.77 Earths,11.362,2026,https://science.nasa.gov/exoplanet-catalog/toi-4578-b/
167,TOI-4561 b,179.008,3.81 Earths,12.153,2026,https://science.nasa.gov/exoplanet-catalog/toi-4561-b/
168,TOI-4513 b,102.609,6.11 Earths,10.696,2026,https://science.nasa.gov/exoplanet-catalog/toi-4513-b/
169,TOI-4511 b,121.832,8.01 Earths,10.537,2026,https://science.nasa.gov/exoplanet-catalog/toi-4511-b/
170,TOI-4405 b,155.501,7.06 Earths,13.476,2026,https://science.nasa.gov/exoplanet-catalog/toi-4405-b/
171,TOI-4363 b,77.7751,3.77 Earths,12.678,2026,https://science.nasa.gov/exoplanet-catalog/toi-4363-b/
172,TOI-4156 b,213.719,6.98 Earths,11.504,2026,https://science.nasa.gov/exoplanet-catalog/toi-4156-b/
173,TOI-4030 b,571.615,28.8 Earths,13.862,2026,https://science.nasa.gov/exoplanet-catalog/toi-4030-b/
174,TOI-4029 b,274.436,36.6 Earths,11.554,2026,https://science.nasa.gov/exoplanet-catalog/toi-4029-b/
175,TOI-3896 b,181.653,10.1 Earths,12.43,2026,https://science.nasa.gov/exoplanet-catalog/toi-3896-b/
176,TOI-2654 b,248.964,0.152 Jupiters,14.131,2026,https://science.nasa.gov/exoplanet-catalog/toi-2654-b/
177,TOI-2518 b,160.825,5.77 Earths,10.954,2026,https://science.nasa.gov/exoplanet-catalog/toi-2518-b/
178,TOI-2453 b,81.9043,10.6 Earths,14.415,2026,https://science.nasa.gov/exoplanet-catalog/toi-2453-b/
179,TOI-2227 b,165.441,9.79 Earths,10.515,2026,https://science.nasa.gov/exoplanet-catalog/toi-2227-b/
180,TOI-2200 b,251.245,38.7 Earths,13.085,2026,https://science.nasa.gov/exoplanet-catalog/toi-2200-b/
181,TOI-2104 b,76.7418,2.95 Earths,10.838,2026,https://science.nasa.gov/exoplanet-catalog/toi-2104-b/
182,TOI-2092 b,176.759,9 Earths,11.295,2026,https://science.nasa.gov/exoplanet-catalog/toi-2092-b/
183,TOI-2071 b,231.311,7.1 Earths,11.541,2026,https://science.nasa.gov/exoplanet-catalog/toi-2071-b/
184,TOI-1873 b,182.014,8.57 Earths,11.215,2026,https://science.nasa.gov/exoplanet-catalog/toi-1873-b/
185,TOI-1839 b,116.086,5.56 Earths,10.9,2026,https://science.nasa.gov/exoplanet-catalog/toi-1839-b/
186,TOI-1814 b,362.522,23.5 Earths,11.182,2026,https://science.nasa.gov/exoplanet-catalog/toi-1814-b/
187,TOI-1756 b,86.7159,4.43 Earths,13.88,2026,https://science.nasa.gov/exoplanet-catalog/toi-1756-b/
188,TOI-1750 b,162.46,8.19 Earths,12.645,2026,https://science.nasa.gov/exoplanet-catalog/toi-1750-b/
189,TOI-1732 b,74.7599,6.78 Earths,12.889,2026,https://science.nasa.gov/exoplanet-catalog/toi-1732-b/
190,TOI-1722 b,136.419,17.6 Earths,10.025,2026,https://science.nasa.gov/exoplanet-catalog/toi-1722-b/
191,TOI-1718 b,52.3044,15.8 Earths,8.96,2026,https://science.nasa.gov/exoplanet-catalog/toi-1718-b/
192,TOI-1466 b,86.5783,6.65 Earths,12.189,2026,https://science.nasa.gov/exoplanet-catalog/toi-1466-b/
193,TOI-1291 b,428.123,27.1 Earths,11.516,2026,https://science.nasa.gov/exoplanet-catalog/toi-1291-b/
194,TOI-1269 c,172.138,5.6 Earths,11.618,2026,https://science.nasa.gov/exoplanet-catalog/toi-1269-c/
195,TOI-1226 b,257.93,6.39 Earths,12.118,2026,https://science.nasa.gov/exoplanet-catalog/toi-1226-b/
196,TOI-1105 b,79.5225,9.58 Earths,11.329,2026,https://science.nasa.gov/exoplanet-catalog/toi-1105-b/
197,TOI-1036 b,184.015,32.5 Earths,10.973,2026,https://science.nasa.gov/exoplanet-catalog/toi-1036-b/
198,TOI-941 b,263.386,34.6 Earths,11.456,2026,https://science.nasa.gov/exoplanet-catalog/toi-941-b/
199,TOI-938 b,215.034,20.8 Earths,11.389,2026,https://science.nasa.gov/exoplanet-catalog/toi-938-b/
200,TOI-929 b,114.421,7.7 Earths,12.489,2026,https://science.nasa.gov/exoplanet-catalog/toi-929-b/
201,TOI-921 b,294.015,12.2 Earths,11.813,2026,https://science.nasa.gov/exoplanet-catalog/toi-921-b/
202,TOI-883 b,102.637,0.128 Jupiters,9.957,2026,https://science.nasa.gov/exoplanet-catalog/toi-883-b/
203,TOI-808 b,98.1848,5.49 Earths,10.729,2026,https://science.nasa.gov/exoplanet-catalog/toi-808-b/
204,TOI-799 b,158.526,4.92 Earths,11.195,2026,https://science.nasa.gov/exoplanet-catalog/toi-799-b/
205,TOI-697 b,93.7714,6.16 Earths,10.004,2026,https://science.nasa.gov/exoplanet-catalog/toi-697-b/
206,TOI-209 b,113.387,6.32 Earths,11.671,2026,https://science.nasa.gov/exoplanet-catalog/toi-209-b/
207,TOI-205 b,177.759,6.81 Earths,9.921,2026,https://science.nasa.gov/exoplanet-catalog/toi-205-b/
208,TOI-4588 b,225.181,8.9 Earths,9.24,2026,https://science.nasa.gov/exoplanet-catalog/toi-4588-b/
209,TIC 270471727 b,182.104,8 Earths,11.948,2026,https://science.nasa.gov/exoplanet-catalog/tic-270471727-b/
210,TIC 231949697 b,50.2408,2.95 Earths,13.188,2026,https://science.nasa.gov/exoplanet-catalog/tic-231949697-b/
211,CWISEP J193518.59-154620.3 b,14.43,15.5 Jupiters,Unknown,2025,https://science.nasa.gov/exoplanet-catalog/cwisep-j193518-59-154620-3-b/
212,WISPIT 2 c,134.907,10 Jupiters,11.598,2026,https://science.nasa.gov/exoplanet-catalog/wispit-2-c/
213,TOI-1232 c,328.604,0.184 Jupiters,12.68,2026,https://science.nasa.gov/exoplanet-catalog/toi-1232-c/
214,KMT-2025-BLG-0481L b,7980,0.59 Jupiters,Unknown,2026,https://science.nasa.gov/exoplanet-catalog/kmt-2025-blg-0481l-b/
215,KMT-2024-BLG-2005L b,7720,0.16 Jupiters,Unknown,2026,https://science.nasa.gov/exoplanet-catalog/kmt-2024-blg-2005l-b/
216,KMT-2021-BLG-0852L b,7230,0.49 Jupiters,Unknown,2026,https://science.nasa.gov/exoplanet-catalog/kmt-2021-blg-0852l-b/
217,TOI-1232 b,328.604,0.694 Jupiters,12.68,2026,https://science.nasa.gov/exoplanet-catalog/toi-1232-b/
218,TOI-2431 b,36.0559,6.2 Earths,10.9,2026,https://science.nasa.gov/exoplanet-catalog/toi-2431-b/
219,TOI-4552 b,27.2684,1.83 Earths,14.44,2026,https://science.nasa.gov/exoplanet-catalog/toi-4552-b/
220,TOI-5916 b,199.724,0.688 Jupiters,16.602,2026,https://science.nasa.gov/exoplanet-catalog/toi-5916-b/
221,TOI-5292 A b,337.095,1.299 Jupiters,16.416,2026,https://science.nasa.gov/exoplanet-catalog/toi-5292-a-b/
222,TOI-5007 b,203.352,0.664 Jupiters,15.327,2026,https://science.nasa.gov/exoplanet-catalog/toi-5007-b/
223,KMT-2016-BLG-1337L b,6920,0.28 Jupiters,Unknown,2026,https://science.nasa.gov/exoplanet-catalog/kmt-2016-blg-1337l-b/
